Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,PCT_SE_A10008_002,PCT_SE_A10008_003,PCT_SE_A10008_004,PCT_SE_A10008_005,PCT_SE_A10008_006,PCT_SE_A10008_007,PCT_SE_A10008_008,PCT_SE_A10008_009,SE_A10009_001,SE_A10009_002,SE_A10009_003,SE_A10009_004,SE_A10009_005,SE_A10009_006,SE_A10009_007,SE_A10009_008,SE_A10009_009,SE_A10009_010,SE_A10009_011,SE_A10009_012,SE_A10009_013,SE_A10009_014,SE_A10009_015,SE_A10009_016,SE_A10009_017,SE_A10009_018,SE_A10009_019,PCT_SE_A10009_002,PCT_SE_A10009_003,PCT_SE_A10009_004,PCT_SE_A10009_005,PCT_SE_A10009_006,PCT_SE_A10009_007,PCT_SE_A10009_008,PCT_SE_A10009_009,PCT_SE_A10009_010,PCT_SE_A10009_011,PCT_SE_A10009_012,PCT_SE_A10009_013,PCT_SE_A10009_014,PCT_SE_A10009_015,PCT_SE_A10009_016,PCT_SE_A10009_017,PCT_SE_A10009_018,PCT_SE_A10009_019,SE_A11001_001,SE_A11001_002,SE_A11001_003,SE_A11001_004,SE_A11001_005,SE_A11001_006,PCT_SE_A11001_002,PCT_SE_A11001_003,PCT_SE_A11001_004,PCT_SE_A11001_005,PCT_SE_A11001_006,SE_A11002_001,SE_A11002_002,SE_A11002_003,SE_A11002_004,SE_A11002_005,SE_A11002_006,SE_A11002_007,SE_A11002_008,SE_A11002_009,PCT_SE_A11002_002,PCT_SE_A11002_003,PCT_SE_A11002_004,PCT_SE_A11002_005,PCT_SE_A11002_006,PCT_SE_A11002_007,PCT_SE_A11002_008,PCT_SE_A11002_009,SE_A19001_001,SE_A19001_002,SE_A19001_003,PCT_SE_A19001_002,PCT_SE_A19001_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A14008_001,SE_A14010_001,SE_A14011_001,SE_A14012_001,SE_A14013_001,SE_A14014_001,SE_A14014_002,SE_A14014_003,SE_A14014_004,SE_A14014_005,SE_A14014_006,SE_A14014_007,SE_A15001_001,SE_A15001_002,SE_A15001_003,SE_A15001_004,SE_A15001_005,SE_A15001_006,SE_A15001_007,SE_A15001_008,SE_A15001_009,SE_A15001_010,SE_A15001_011,SE_A15001_012,SE_A15001_013,SE_A15001_014,SE_A15001_015,SE_A15001_016,SE_A15001_017,SE_A15001_018,SE_A14015_001,SE_A14015_002,SE_A14015_003,SE_A10011_001,SE_A10011_002,SE_A10011_003,PCT_SE_A10011_002,PCT_SE_A10011_003,SE_A10019_001,SE_A10019_002,SE_A10019_003,PCT_SE_A10019_002,PCT_SE_A10019_003,SE_A10016_001,SE_A10016_002,SE_A10016_003,PCT_SE_A10016_002,PCT_SE_A10016_003,SE_A10012_001,SE_A10012_002,SE_A10012_003,PCT_SE_A10012_002,PCT_SE_A10012_003,SE_A10017_001,SE_A10017_002,SE_A10017_003,PCT_SE_A10017_002,PCT_SE_A10017_003,SE_A10018_001,SE_A10018_002,SE_A10018_003,PCT_SE_A10018_002,PCT_SE_A10018_003,SE_A10014_001,SE_A10014_002,SE_A10014_003,PCT_SE_A10014_002,PCT_SE_A10014_003,SE_A10015_001,SE_A10015_002,SE_A10015_003,PCT_SE_A10015_002,PCT_SE_A10015_003,SE_A10013_001,SE_A10013_002,SE_A10013_003,PCT_SE_A10013_002,PCT_SE_A10013_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010,PCT_SE_A09001_002,PCT_SE_A09001_003,PCT_SE_A09001_004,PCT_SE_A09001_005,PCT_SE_A09001_006,PCT_SE_A09001_007,PCT_SE_A09001_008,PCT_SE_A09001_009,PCT_SE_A09001_010,commute_avg
36081049700,14000US36081049700,"Census Tract 497, Queens County, New York","Census Tract 497, Queens County, New York",ny,140,0,ACSSF,6853,,,,,36,81,,,,49700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3077,3077,40336.86,0.076282593,975,663,400,263,134,129,312,119,193,68,41.03,26.97,13.74,13.23,32,12.21,19.79,975,406,406,251,155,79,76,0,0,0,569,257,149,108,55,53,312,119,193,41.64,41.64,25.74,15.9,8.1,7.79,0,0,0,58.36,26.36,15.28,11.08,5.64,5.44,32,12.21,19.79,2584,970,1214,73,154,173,37.54,46.98,2.83,5.96,6.7,975,9,0,0,0,9,0,9,966,0.92,0,0,0,0.92,0,0.92,99.08,3077,21,3056,0.68,99.32,975,66,28,18,92,0,59,53,13,6,52,113,189,107,52,61,66,6.77,2.87,1.85,9.44,0,6.05,5.44,1.33,0.62,5.33,11.59,19.38,10.97,5.33,6.26,6.77,73750,73750,64412,,,87525,,,,89107,62375,94359.28205,83403,110481.1463,32717,55240.0641,31872,38417,51625,22689,28508,47361,13393,38850,19890,31336,32759,45994,,39805,,51667,30598,46083,201477,33424,,25125,34728,45694,,73750,73750,73750,975,790,185,81.03,18.97,975,782,193,80.21,19.79,975,50,925,5.13,94.87,975,290,685,29.74,70.26,975,240,735,24.62,75.38,975,23,952,2.36,97.64,975,25,950,2.56,97.44,975,152,823,15.59,84.41,975,76,899,7.79,92.21,32463,29869,19112,,25806,,28281,78684,49524,33812,1613,476,412,64,1021,0,0,116,0,0,29.51,25.54,3.97,63.3,0,0,7.19,0,0,1613,1613,14,132,230,274,513,361,89,0,100,0.87,8.18,14.26,16.99,31.8,22.38,5.52,0,43
36081049900,14000US36081049900,"Census Tract 499, Queens County, New York","Census Tract 499, Queens County, New York",ny,140,0,ACSSF,6854,,,,,36,81,,,,49900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5490,5490,30751.3,0.178529012,1577,1188,846,342,104,238,389,188,201,75.33,53.65,21.69,6.59,15.09,24.67,11.92,12.75,1577,600,600,438,162,55,107,0,0,0,977,588,408,180,49,131,389,188,201,38.05,38.05,27.77,10.27,3.49,6.79,0,0,0,61.95,37.29,25.87,11.41,3.11,8.31,24.67,11.92,12.75,4576,1551,2280,66,352,327,33.89,49.83,1.44,7.69,7.15,1577,52,13,13,0,39,31,8,1525,3.3,0.82,0.82,0,2.47,1.97,0.51,96.7,5490,10,5480,0.18,99.82,1577,82,10,66,103,9,60,134,67,147,192,188,123,207,42,81,66,5.2,0.63,4.19,6.53,0.57,3.8,8.5,4.25,9.32,12.18,11.92,7.8,13.13,2.66,5.14,4.19,56801,56801,55750,,,56397,,65208,,57200,48333,73480.40583,59866,81231.22896,37969,43817.73779,24102,26678,41264,15492,21295,42572,11669,31208,16815,25393,40281,52153,51875,36383,16905,26455,41575,55329,,27222,16250,23925,31573,47039,52169,56801,64531,51500,1577,1300,277,82.44,17.56,1577,1291,286,81.86,18.14,1577,149,1428,9.45,90.55,1577,451,1126,28.6,71.4,1577,515,1062,32.66,67.34,1577,117,1460,7.42,92.58,1577,66,1511,4.19,95.81,1577,291,1286,18.45,81.55,1577,70,1507,4.44,95.56,22889,27953,20224,,21880,,17700,,23370,29900,2438,742,554,188,1477,8,47,93,0,71,30.43,22.72,7.71,60.58,0.33,1.93,3.81,0,2.91,2438,2367,14,180,158,487,901,507,120,71,97.09,0.57,7.38,6.48,19.98,36.96,20.8,4.92,2.91,44
36081050000,14000US36081050000,"Census Tract 500, Queens County, New York","Census Tract 500, Queens County, New York",ny,140,0,ACSSF,6855,,,,,36,81,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4476,4476,34495.36,0.129756586,1498,861,393,468,181,287,637,447,190,57.48,26.23,31.24,12.08,19.16,42.52,29.84,12.68,1498,534,501,266,235,136,99,33,33,0,964,360,127,233,45,188,604,414,190,35.65,33.44,17.76,15.69,9.08,6.61,2.2,2.2,0,64.35,24.03,8.48,15.55,3,12.55,40.32,27.64,12.68,3522,1587,1172,92,268,403,45.06,33.28,2.61,7.61,11.44,1498,70,0,0,0,70,53,17,1428,4.67,0,0,0,4.67,3.54,1.13,95.33,4476,329,4147,7.35,92.65,1498,164,74,178,107,103,10,35,117,47,93,91,257,80,102,33,7,10.95,4.94,11.88,7.14,6.88,0.67,2.34,7.81,3.14,6.21,6.07,17.16,5.34,6.81,2.2,0.47,43879,43879,,50670,,,,,,25625,,55088.58478,46250,61868.8734,25362,38827.00157,19793,22578,36973,10730,18504,42136,10482,26901,14922,23950,29257,71932,,27281,15852,26094,27973,57440,,26005,,18004,34500,72424,,43879,84327,41292,1498,1249,249,83.38,16.62,1498,1171,327,78.17,21.83,1498,117,1381,7.81,92.19,1498,23,1475,1.54,98.46,1498,212,1286,14.15,85.85,1498,76,1422,5.07,94.93,1498,90,1408,6.01,93.99,1498,166,1332,11.08,88.92,1498,103,1395,6.88,93.12,20232,11957,22062,,16803,,21226,13292,16237,7006,2100,648,624,24,1329,0,0,60,0,63,30.86,29.71,1.14,63.29,0,0,2.86,0,3,2100,2037,23,343,220,294,329,520,308,63,97,1.1,16.33,10.48,14,15.67,24.76,14.67,3,48
36081050201,14000US36081050201,"Census Tract 502.01, Queens County, New York","Census Tract 502.01, Queens County, New York",ny,140,0,ACSSF,6856,,,,,36,81,,,,50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,1431,22044.35,0.064914586,378,286,134,152,37,115,92,22,70,75.66,35.45,40.21,9.79,30.42,24.34,5.82,18.52,378,176,176,95,81,20,61,0,0,0,202,110,39,71,17,54,92,22,70,46.56,46.56,25.13,21.43,5.29,16.14,0,0,0,53.44,29.1,10.32,18.78,4.5,14.29,24.34,5.82,18.52,1199,603,432,0,48,116,50.29,36.03,0,4,9.67,378,11,0,0,0,11,11,0,367,2.91,0,0,0,2.91,2.91,0,97.09,1431,0,1431,0,100,378,0,11,0,4,18,14,40,0,5,26,48,79,55,34,26,18,0,2.91,0,1.06,4.76,3.7,10.58,0,1.32,6.88,12.7,20.9,14.55,8.99,6.88,4.76,92583,92583,,82589,,,,94167,,94750,,92688.09524,94667,100632.5175,36786,50978.26087,30211,31679,38750,21211,27102,40132,16049,31794,22667,31637,40197,,65208,31643,24000,36000,41447,,,31991,21630,30170,36823,,66042,92583,97344,74265,378,339,39,89.68,10.32,378,339,39,89.68,10.32,378,27,351,7.14,92.86,378,21,357,5.56,94.44,378,125,253,33.07,66.93,378,0,378,0,100,378,0,378,0,100,378,130,248,34.39,65.61,378,37,341,9.79,90.21,27451,21296,28085,,27686,,18572,41081,25075,,810,443,427,16,334,0,0,24,0,9,54.69,52.72,1.98,41.23,0,0,2.96,0,1.11,810,801,0,48,132,266,114,145,96,9,98.89,0,5.93,16.3,32.84,14.07,17.9,11.85,1.11,45
36081050202,14000US36081050202,"Census Tract 502.02, Queens County, New York","Census Tract 502.02, Queens County, New York",ny,140,0,ACSSF,6857,,,,,36,81,,,,50202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,1473,24958.8,0.059017262,379,330,191,139,44,95,49,40,9,87.07,50.4,36.68,11.61,25.07,12.93,10.55,2.37,379,140,140,59,81,24,57,0,0,0,239,190,132,58,20,38,49,40,9,36.94,36.94,15.57,21.37,6.33,15.04,0,0,0,63.06,50.13,34.83,15.3,5.28,10.03,12.93,10.55,2.37,1223,574,458,60,66,65,46.93,37.45,4.91,5.4,5.31,379,6,0,0,0,6,0,6,373,1.58,0,0,0,1.58,0,1.58,98.42,1473,7,1466,0.48,99.52,379,18,5,0,32,18,0,20,30,5,45,39,33,60,36,23,15,4.75,1.32,0,8.44,4.75,0,5.28,7.92,1.32,11.87,10.29,8.71,15.83,9.5,6.07,3.96,67404,67404,,68889,,47500,,,119028,119583,,81706.86016,66058,81672.42424,,64457.14286,23571,21042,42586,11000,30000,40625,10000,38802,,40357,39688,,54861,31858,,43190,31125,,,40938,,36000,46750,,,67404,74904,40750,379,347,32,91.56,8.44,379,342,37,90.24,9.76,379,26,353,6.86,93.14,379,53,326,13.98,86.02,379,129,250,34.04,65.96,379,11,368,2.9,97.1,379,0,379,0,100,379,88,291,23.22,76.78,379,50,329,13.19,86.81,22822,3930,23618,,20235,,14294,25451,16708,3930,731,375,367,8,341,0,0,0,10,5,51.3,50.21,1.09,46.65,0,0,0,1.37,0.68,731,726,3,63,81,139,138,138,164,5,99.32,0.41,8.62,11.08,19.02,18.88,18.88,22.44,0.68,50
36081050400,14000US36081050400,"Census Tract 504, Queens County, New York","Census Tract 504, Queens County, New York",ny,140,0,ACSSF,6858,,,,,36,81,,,,50400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,2051,24557.99,0.083516603,541,435,225,210,54,156,106,46,60,80.41,41.59,38.82,9.98,28.84,19.59,8.5,11.09,541,170,170,83,87,11,76,0,0,0,371,265,142,123,43,80,106,46,60,31.42,31.42,15.34,16.08,2.03,14.05,0,0,0,68.58,48.98,26.25,22.74,7.95,14.79,19.59,8.5,11.09,1729,798,541,116,143,131,46.15,31.29,6.71,8.27,7.58,541,12,0,0,0,12,0,12,529,2.22,0,0,0,2.22,0,2.22,97.78,2051,14,2037,0.68,99.32,541,0,45,18,31,6,59,42,23,38,22,0,38,103,31,51,34,0,8.32,3.33,5.73,1.11,10.91,7.76,4.25,7.02,4.07,0,7.02,19.04,5.73,9.43,6.28,53750,53750,,47663,,,,,,160179,,83421.9963,76042,90039.54023,32000,52215.09434,22308,28750,36513,12734,19063,35000,12031,30699,46181,30262,26827,,69271,31893,,31042,33750,,,27888,,28015,13789,75804,68542,53750,95938,39044,541,464,77,85.77,14.23,541,430,111,79.48,20.52,541,100,441,18.48,81.52,541,81,460,14.97,85.03,541,184,357,34.01,65.99,541,36,505,6.65,93.35,541,5,536,0.92,99.08,541,65,476,12.01,87.99,541,79,462,14.6,85.4,24516,45453,23549,,,,24075,30479,32092,,1054,469,433,36,481,0,0,12,0,92,44.5,41.08,3.42,45.64,0,0,1.14,0,8.73,1054,962,0,160,118,169,191,206,118,92,91.27,0,15.18,11.2,16.03,18.12,19.54,11.2,8.73,45
36081050500,14000US36081050500,"Census Tract 505, Queens County, New York","Census Tract 505, Queens County, New York",ny,140,0,ACSSF,6859,,,,,36,81,,,,50500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497,1497,33391.71,0.044831482,570,352,220,132,58,74,218,116,102,61.75,38.6,23.16,10.18,12.98,38.25,20.35,17.89,570,125,125,83,42,12,30,0,0,0,445,227,137,90,46,44,218,116,102,21.93,21.93,14.56,7.37,2.11,5.26,0,0,0,78.07,39.82,24.04,15.79,8.07,7.72,38.25,20.35,17.89,1295,535,538,32,113,77,41.31,41.54,2.47,8.73,5.95,570,9,0,0,0,9,9,0,561,1.58,0,0,0,1.58,1.58,0,98.42,1497,0,1497,0,100,570,31,14,16,20,27,5,41,37,10,63,52,56,68,49,39,42,5.44,2.46,2.81,3.51,4.74,0.88,7.19,6.49,1.75,11.05,9.12,9.82,11.93,8.6,6.84,7.37,71154,71154,67000,,,84141,,,,,73229,88475.96491,76250,105532.9545,55909,59960.09174,40339,40139,55909,21750,40508,53333,18203,50799,22163,24773,51354,54167,81484,52650,21923,,53558,72986,,45357,25568,20511,42500,51563,70956,71154,115625,57407,570,444,126,77.89,22.11,570,435,135,76.32,23.68,570,46,524,8.07,91.93,570,132,438,23.16,76.84,570,133,437,23.33,76.67,570,4,566,0.7,99.3,570,9,561,1.58,98.42,570,70,500,12.28,87.72,570,27,543,4.74,95.26,36712,43679,28648,,27500,,35397,,28473,48525,791,330,270,60,427,0,0,34,0,0,41.72,34.13,7.59,53.98,0,0,4.3,0,0,791,791,5,106,54,73,270,229,54,0,100,0.63,13.4,6.83,9.23,34.13,28.95,6.83,0,46
36081050600,14000US36081050600,"Census Tract 506, Queens County, New York","Census Tract 506, Queens County, New York",ny,140,0,ACSSF,6860,,,,,36,81,,,,50600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652,1652,20757.3,0.079586469,427,379,218,161,29,132,48,14,34,88.76,51.05,37.7,6.79,30.91,11.24,3.28,7.96,427,168,168,96,72,10,62,0,0,0,259,211,122,89,19,70,48,14,34,39.34,39.34,22.48,16.86,2.34,14.52,0,0,0,60.66,49.41,28.57,20.84,4.45,16.39,11.24,3.28,7.96,1373,507,591,66,96,113,36.93,43.04,4.81,6.99,8.23,427,8,0,0,0,8,8,0,419,1.87,0,0,0,1.87,1.87,0,98.13,1652,0,1652,0,100,427,6,6,59,14,0,32,24,0,5,35,43,81,25,20,29,48,1.41,1.41,13.82,3.28,0,7.49,5.62,0,1.17,8.2,10.07,18.97,5.85,4.68,6.79,11.24,73688,73688,,80417,,50500,,62500,,74083,,91553.16159,77614,93876.781,31833,31633.33333,31435,28438,42207,12972,32264,34451,25000,35132,36250,30119,33750,62917,66544,40426,,31000,40286,,,34695,,19643,33417,63583,94250,73688,82614,50083,427,362,65,84.78,15.22,427,362,65,84.78,15.22,427,40,387,9.37,90.63,427,30,397,7.03,92.97,427,180,247,42.15,57.85,427,32,395,7.49,92.51,427,21,406,4.92,95.08,427,147,280,34.43,65.57,427,30,397,7.03,92.97,26413,,29735,,7291,,17995,,23906,,756,418,373,45,331,0,0,7,0,0,55.29,49.34,5.95,43.78,0,0,0.93,0,0,756,756,17,102,49,184,141,208,55,0,100,2.25,13.49,6.48,24.34,18.65,27.51,7.28,0,44
36081050700,14000US36081050700,"Census Tract 507, Queens County, New York","Census Tract 507, Queens County, New York",ny,140,0,ACSSF,6861,,,,,36,81,,,,50700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192,4192,29169.01,0.143714179,1370,969,741,228,72,156,401,196,205,70.73,54.09,16.64,5.26,11.39,29.27,14.31,14.96,1370,435,425,348,77,46,31,10,10,0,935,544,393,151,26,125,391,186,205,31.75,31.02,25.4,5.62,3.36,2.26,0.73,0.73,0,68.25,39.71,28.69,11.02,1.9,9.12,28.54,13.58,14.96,3521,1205,1883,15,169,249,34.22,53.48,0.43,4.8,7.07,1370,97,0,0,0,97,85,12,1273,7.08,0,0,0,7.08,6.2,0.88,92.92,4192,0,4192,0,100,1370,81,70,18,32,30,67,87,106,33,79,53,241,176,83,108,106,5.91,5.11,1.31,2.34,2.19,4.89,6.35,7.74,2.41,5.77,3.87,17.59,12.85,6.06,7.88,7.74,79313,79313,84883,,,82639,,35519,,41310,84883,87863.72263,86607,100587.5129,38977,50227.93017,25859,41003,56125,13690,21948,41632,14797,31417,17417,24261,35375,39750,53750,42656,31339,40913,60781,48875,86210,25153,11767,19565,24000,38375,33750,79313,87639,52000,1370,1201,169,87.66,12.34,1370,1079,291,78.76,21.24,1370,190,1180,13.87,86.13,1370,427,943,31.17,68.83,1370,373,997,27.23,72.77,1370,123,1247,8.98,91.02,1370,85,1285,6.2,93.8,1370,157,1213,11.46,88.54,1370,125,1245,9.12,90.88,29778,37847,26740,,21545,,10316,10633,18614,42715,2101,890,728,162,1080,0,0,26,10,95,42.36,34.65,7.71,51.4,0,0,1.24,0.48,4.52,2101,2006,21,115,176,443,616,525,110,95,95.48,1,5.47,8.38,21.09,29.32,24.99,5.24,4.52,45
36081050800,14000US36081050800,"Census Tract 508, Queens County, New York","Census Tract 508, Queens County, New York",ny,140,0,ACSSF,6862,,,,,36,81,,,,50800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237,2237,26391.73,0.084761397,554,424,193,231,89,142,130,80,50,76.53,34.84,41.7,16.06,25.63,23.47,14.44,9.03,554,230,230,106,124,48,76,0,0,0,324,194,87,107,41,66,130,80,50,41.52,41.52,19.13,22.38,8.66,13.72,0,0,0,58.48,35.02,15.7,19.31,7.4,11.91,23.47,14.44,9.03,1741,835,589,67,117,133,47.96,33.83,3.85,6.72,7.64,554,23,0,0,0,23,23,0,531,4.15,0,0,0,4.15,4.15,0,95.85,2237,0,2237,0,100,554,37,39,32,21,0,11,0,0,16,33,83,23,96,33,109,21,6.68,7.04,5.78,3.79,0,1.99,0,0,2.89,5.96,14.98,4.15,17.33,5.96,19.68,3.79,83235,83235,,107143,,,,,,,,91091.69675,112727,109688.9151,17083,23505.38462,31935,30509,53571,11403,35313,49766,15357,41875,,30526,63516,36494,73125,40000,,23315,83125,,101023,42438,,32026,59432,36646,61923,83235,119353,,554,421,133,75.99,24.01,554,421,133,75.99,24.01,554,27,527,4.87,95.13,554,68,486,12.27,87.73,554,225,329,40.61,59.39,554,90,464,16.25,83.75,554,91,463,16.43,83.57,554,119,435,21.48,78.52,554,45,509,8.12,91.88,24536,8949,25125,,,,18412,,30052,3178,863,538,483,55,318,0,0,0,0,7,62.34,55.97,6.37,36.85,0,0,0,0,0.81,863,856,9,135,55,188,142,190,137,7,99.19,1.04,15.64,6.37,21.78,16.45,22.02,15.87,0.81,49
36081051000,14000US36081051000,"Census Tract 510, Queens County, New York","Census Tract 510, Queens County, New York",ny,140,0,ACSSF,6863,,,,,36,81,,,,51000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,1673,23435.95,0.071386045,467,354,168,186,55,131,113,48,65,75.8,35.97,39.83,11.78,28.05,24.2,10.28,13.92,467,164,164,65,99,8,91,0,0,0,303,190,103,87,47,40,113,48,65,35.12,35.12,13.92,21.2,1.71,19.49,0,0,0,64.88,40.69,22.06,18.63,10.06,8.57,24.2,10.28,13.92,1369,642,466,56,80,125,46.9,34.04,4.09,5.84,9.13,467,25,0,0,0,25,0,25,442,5.35,0,0,0,5.35,0,5.35,94.65,1673,0,1673,0,100,467,14,27,27,0,0,26,0,8,18,46,37,111,55,49,26,23,3,5.78,5.78,0,0,5.57,0,1.71,3.85,9.85,7.92,23.77,11.78,10.49,5.57,4.93,81534,81534,,80625,,,,,,,,91357.38758,86667,93900.84746,59044,77111.50442,27386,28264,54464,10368,26970,58088,11957,45048,,40474,46635,44348,66875,42333,,,68684,42125,,49261,,47898,45000,62554,80739,81534,84900,30240,467,391,76,83.73,16.27,467,391,76,83.73,16.27,467,46,421,9.85,90.15,467,44,423,9.42,90.58,467,190,277,40.69,59.31,467,39,428,8.35,91.65,467,41,426,8.78,91.22,467,73,394,15.63,84.37,467,67,400,14.35,85.65,27401,18960,28480,,19399,,,98800,28020,,784,339,282,57,418,0,0,17,0,10,43.24,35.97,7.27,53.32,0,0,2.17,0,1.28,784,774,5,7,65,67,189,266,175,10,98.72,0.64,0.89,8.29,8.55,24.11,33.93,22.32,1.28,59
36081051100,14000US36081051100,"Census Tract 511, Queens County, New York","Census Tract 511, Queens County, New York",ny,140,0,ACSSF,6864,,,,,36,81,,,,51100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2139,2139,20225.79,0.105756088,742,531,420,111,16,95,211,89,122,71.56,56.6,14.96,2.16,12.8,28.44,11.99,16.44,742,273,273,220,53,6,47,0,0,0,469,258,200,58,10,48,211,89,122,36.79,36.79,29.65,7.14,0.81,6.33,0,0,0,63.21,34.77,26.95,7.82,1.35,6.47,28.44,11.99,16.44,1727,511,946,47,134,89,29.59,54.78,2.72,7.76,5.15,742,15,0,0,0,15,10,5,727,2.02,0,0,0,2.02,1.35,0.67,97.98,2139,0,2139,0,100,742,0,24,18,26,11,6,39,27,45,55,74,104,83,60,84,86,0,3.23,2.43,3.5,1.48,0.81,5.26,3.64,6.06,7.41,9.97,14.02,11.19,8.09,11.32,11.59,92727,92727,95000,,,93750,,75208,,75208,95368,117556.469,108092,131028.6252,48750,80925.59242,41510,53355,70388,20417,32656,63375,14306,51250,,38188,50294,59063,71528,59236,,50938,72292,60000,78500,41932,,23333,36875,54792,65208,92727,108583,55043,742,601,141,81,19,742,590,152,79.51,20.49,742,107,635,14.42,85.58,742,211,531,28.44,71.56,742,240,502,32.35,67.65,742,23,719,3.1,96.9,742,0,742,0,100,742,125,617,16.85,83.15,742,65,677,8.76,91.24,42064,46402,,,30686,,21994,,26628,49500,1026,642,567,75,319,0,29,13,0,23,62.57,55.26,7.31,31.09,0,2.83,1.27,0,2.24,1026,1003,47,220,115,184,186,180,71,23,97.76,4.58,21.44,11.21,17.93,18.13,17.54,6.92,2.24,38
