Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,PCT_SE_A10008_002,PCT_SE_A10008_003,PCT_SE_A10008_004,PCT_SE_A10008_005,PCT_SE_A10008_006,PCT_SE_A10008_007,PCT_SE_A10008_008,PCT_SE_A10008_009,SE_A10009_001,SE_A10009_002,SE_A10009_003,SE_A10009_004,SE_A10009_005,SE_A10009_006,SE_A10009_007,SE_A10009_008,SE_A10009_009,SE_A10009_010,SE_A10009_011,SE_A10009_012,SE_A10009_013,SE_A10009_014,SE_A10009_015,SE_A10009_016,SE_A10009_017,SE_A10009_018,SE_A10009_019,PCT_SE_A10009_002,PCT_SE_A10009_003,PCT_SE_A10009_004,PCT_SE_A10009_005,PCT_SE_A10009_006,PCT_SE_A10009_007,PCT_SE_A10009_008,PCT_SE_A10009_009,PCT_SE_A10009_010,PCT_SE_A10009_011,PCT_SE_A10009_012,PCT_SE_A10009_013,PCT_SE_A10009_014,PCT_SE_A10009_015,PCT_SE_A10009_016,PCT_SE_A10009_017,PCT_SE_A10009_018,PCT_SE_A10009_019,SE_A11001_001,SE_A11001_002,SE_A11001_003,SE_A11001_004,SE_A11001_005,SE_A11001_006,PCT_SE_A11001_002,PCT_SE_A11001_003,PCT_SE_A11001_004,PCT_SE_A11001_005,PCT_SE_A11001_006,SE_A11002_001,SE_A11002_002,SE_A11002_003,SE_A11002_004,SE_A11002_005,SE_A11002_006,SE_A11002_007,SE_A11002_008,SE_A11002_009,PCT_SE_A11002_002,PCT_SE_A11002_003,PCT_SE_A11002_004,PCT_SE_A11002_005,PCT_SE_A11002_006,PCT_SE_A11002_007,PCT_SE_A11002_008,PCT_SE_A11002_009,SE_A19001_001,SE_A19001_002,SE_A19001_003,PCT_SE_A19001_002,PCT_SE_A19001_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A14008_001,SE_A14010_001,SE_A14011_001,SE_A14012_001,SE_A14013_001,SE_A14014_001,SE_A14014_002,SE_A14014_003,SE_A14014_004,SE_A14014_005,SE_A14014_006,SE_A14014_007,SE_A15001_001,SE_A15001_002,SE_A15001_003,SE_A15001_004,SE_A15001_005,SE_A15001_006,SE_A15001_007,SE_A15001_008,SE_A15001_009,SE_A15001_010,SE_A15001_011,SE_A15001_012,SE_A15001_013,SE_A15001_014,SE_A15001_015,SE_A15001_016,SE_A15001_017,SE_A15001_018,SE_A14015_001,SE_A14015_002,SE_A14015_003,SE_A10011_001,SE_A10011_002,SE_A10011_003,PCT_SE_A10011_002,PCT_SE_A10011_003,SE_A10019_001,SE_A10019_002,SE_A10019_003,PCT_SE_A10019_002,PCT_SE_A10019_003,SE_A10016_001,SE_A10016_002,SE_A10016_003,PCT_SE_A10016_002,PCT_SE_A10016_003,SE_A10012_001,SE_A10012_002,SE_A10012_003,PCT_SE_A10012_002,PCT_SE_A10012_003,SE_A10017_001,SE_A10017_002,SE_A10017_003,PCT_SE_A10017_002,PCT_SE_A10017_003,SE_A10018_001,SE_A10018_002,SE_A10018_003,PCT_SE_A10018_002,PCT_SE_A10018_003,SE_A10014_001,SE_A10014_002,SE_A10014_003,PCT_SE_A10014_002,PCT_SE_A10014_003,SE_A10015_001,SE_A10015_002,SE_A10015_003,PCT_SE_A10015_002,PCT_SE_A10015_003,SE_A10013_001,SE_A10013_002,SE_A10013_003,PCT_SE_A10013_002,PCT_SE_A10013_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010,PCT_SE_A09001_002,PCT_SE_A09001_003,PCT_SE_A09001_004,PCT_SE_A09001_005,PCT_SE_A09001_006,PCT_SE_A09001_007,PCT_SE_A09001_008,PCT_SE_A09001_009,PCT_SE_A09001_010,commute_avg
36005039500,14000US36005039500,"Census Tract 395, Bronx County, New York","Census Tract 395, Bronx County, New York",ny,140,0,ACSSF,3766,,,,,36,5,,,,39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327,4327,27373.78,0.158071003,1558,892,300,592,132,460,666,339,327,57.25,19.26,38,8.47,29.53,42.75,21.76,20.99,1558,542,542,152,390,74,316,0,0,0,1016,350,148,202,58,144,666,339,327,34.79,34.79,9.76,25.03,4.75,20.28,0,0,0,65.21,22.46,9.5,12.97,3.72,9.24,42.75,21.76,20.99,3156,1754,764,189,153,296,55.58,24.21,5.99,4.85,9.38,1558,103,0,0,0,103,68,35,1455,6.61,0,0,0,6.61,4.36,2.25,93.39,4327,223,4104,5.15,94.85,1558,358,261,98,88,99,82,69,57,31,86,154,73,37,14,51,0,22.98,16.75,6.29,5.65,6.35,5.26,4.43,3.66,1.99,5.52,9.88,4.69,2.37,0.9,3.27,0,23860,23860,20568,30732,,,,12045,,13750,148125,35536.90629,31829,42026.68161,13083,22179.72973,17093,23125,35553,10526,12953,35417,9960,26899,13688,24185,32470,,40625,31033,18641,33750,35564,,40268,22708,10694,22054,30610,,,23860,68158,20645,1558,968,590,62.13,37.87,1558,927,631,59.5,40.5,1558,108,1450,6.93,93.07,1558,82,1476,5.26,94.74,1558,383,1175,24.58,75.42,1558,325,1233,20.86,79.14,1558,194,1364,12.45,87.55,1558,73,1485,4.69,95.31,1558,50,1508,3.21,96.79,13779,17955,14536,,,,11933,,12583,38680,1432,341,257,84,947,0,5,40,0,99,23.81,17.95,5.87,66.13,0,0.35,2.79,0,6.91,1432,1333,6,79,149,220,218,463,198,99,93.09,0.42,5.52,10.41,15.36,15.22,32.33,13.83,6.91,53
36005039600,14000US36005039600,"Census Tract 396, Bronx County, New York","Census Tract 396, Bronx County, New York",ny,140,0,ACSSF,3767,,,,,36,5,,,,39600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4743,4743,55031.08,0.086187658,1378,953,385,568,60,508,425,212,213,69.16,27.94,41.22,4.35,36.87,30.84,15.38,15.46,1378,718,699,243,456,18,438,19,19,0,660,254,142,112,42,70,406,193,213,52.1,50.73,17.63,33.09,1.31,31.79,1.38,1.38,0,47.9,18.43,10.3,8.13,3.05,5.08,29.46,14.01,15.46,3523,1823,983,232,194,291,51.75,27.9,6.59,5.51,8.26,1378,82,0,0,0,82,37,45,1296,5.95,0,0,0,5.95,2.69,3.27,94.05,4743,30,4713,0.63,99.37,1378,242,160,58,45,43,70,75,58,88,59,96,110,72,115,68,19,17.56,11.61,4.21,3.27,3.12,5.08,5.44,4.21,6.39,4.28,6.97,7.98,5.22,8.35,4.93,1.38,39821,39821,37961,45130,,,,,,,,55193.10595,46482,62450.36726,,32475.76471,22290,25057,41133,10748,20099,38874,13024,35548,21333,35689,37659,49808,79474,36886,20417,36952,33300,,59668,34563,25764,33598,38432,52692,107125,39821,79702,26483,1378,902,476,65.46,34.54,1378,902,476,65.46,34.54,1378,75,1303,5.44,94.56,1378,120,1258,8.71,91.29,1378,416,962,30.19,69.81,1378,213,1165,15.46,84.54,1378,172,1206,12.48,87.52,1378,153,1225,11.1,88.9,1378,210,1168,15.24,84.76,17609,24275,17751,,27252,,15630,9146,14795,,1606,680,604,76,879,0,0,22,0,25,42.34,37.61,4.73,54.73,0,0,1.37,0,1.56,1606,1581,29,147,160,319,354,461,111,25,98.44,1.81,9.15,9.96,19.86,22.04,28.7,6.91,1.56,45
36005039700,14000US36005039700,"Census Tract 397, Bronx County, New York","Census Tract 397, Bronx County, New York",ny,140,0,ACSSF,3768,,,,,36,5,,,,39700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939,3939,19688.03,0.200070811,557,269,87,182,68,114,288,145,143,48.29,15.62,32.68,12.21,20.47,51.71,26.03,25.67,557,126,126,33,93,0,93,0,0,0,431,143,54,89,68,21,288,145,143,22.62,22.62,5.92,16.7,0,16.7,0,0,0,77.38,25.67,9.69,15.98,12.21,3.77,51.71,26.03,25.67,3767,3209,270,81,100,107,85.19,7.17,2.15,2.65,2.84,557,32,14,0,14,18,0,18,525,5.75,2.51,0,2.51,3.23,0,3.23,94.25,3939,2691,1248,68.32,31.68,557,122,50,23,63,21,66,11,49,7,65,19,8,42,11,0,0,21.9,8.98,4.13,11.31,3.77,11.85,1.97,8.8,1.26,11.67,3.41,1.44,7.54,1.97,0,0,27440,27440,24167,33194,,11442,,30347,,30417,23646,36189.76661,43464,46342.75093,14318,21526.04167,4099,5670,32917,4419,3161,31491,2768,25000,21554,22361,37250,,,24659,21385,23523,,,,25375,,,46528,,,27440,56250,26369,557,378,179,67.86,32.14,557,378,179,67.86,32.14,557,28,529,5.03,94.97,557,18,539,3.23,96.77,557,158,399,28.37,71.63,557,56,501,10.05,89.95,557,16,541,2.87,97.13,557,23,534,4.13,95.87,557,41,516,7.36,92.64,8540,6402,14057,,5640,,16473,2563,14798,5466,1219,179,97,82,547,14,0,348,0,131,14.68,7.96,6.73,44.87,1.15,0,28.55,0,10.75,1219,1088,292,144,44,61,277,229,41,131,89.25,23.95,11.81,3.61,5,22.72,18.79,3.36,10.75,33
36005039800,14000US36005039800,"Census Tract 398, Bronx County, New York","Census Tract 398, Bronx County, New York",ny,140,0,ACSSF,3769,,,,,36,5,,,,39800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442,3442,44164.51,0.077935882,1046,825,502,323,64,259,221,147,74,78.87,47.99,30.88,6.12,24.76,21.13,14.05,7.07,1046,350,350,190,160,20,140,0,0,0,696,475,312,163,44,119,221,147,74,33.46,33.46,18.16,15.3,1.91,13.38,0,0,0,66.54,45.41,29.83,15.58,4.21,11.38,21.13,14.05,7.07,2857,1290,1130,87,211,139,45.15,39.55,3.05,7.39,4.87,1046,34,0,0,0,34,20,14,1012,3.25,0,0,0,3.25,1.91,1.34,96.75,3442,0,3442,0,100,1046,142,0,27,23,12,34,47,13,60,66,94,138,149,112,85,44,13.58,0,2.58,2.2,1.15,3.25,4.49,1.24,5.74,6.31,8.99,13.19,14.24,10.71,8.13,4.21,75962,75962,103942,74127,,,,,,78828,,83089.67495,74909,85200.60606,49707,58523.9819,35833,46728,61212,9848,32884,50688,19444,41907,36213,33849,44423,56392,73068,51736,36949,53125,51944,60189,,36632,31607,30947,36452,54375,73068,75962,86513,61615,1046,924,122,88.34,11.66,1046,873,173,83.46,16.54,1046,80,966,7.65,92.35,1046,199,847,19.02,80.98,1046,202,844,19.31,80.69,1046,108,938,10.33,89.67,1046,26,1020,2.49,97.51,1046,132,914,12.62,87.38,1046,44,1002,4.21,95.79,27126,20972,27555,,33627,,,,24855,,1609,869,783,86,706,0,0,18,0,16,54.01,48.66,5.34,43.88,0,0,1.12,0,0.99,1609,1593,21,192,344,282,176,421,157,16,99.01,1.31,11.93,21.38,17.53,10.94,26.17,9.76,0.99,44
36005039901,14000US36005039901,"Census Tract 399.01, Bronx County, New York","Census Tract 399.01, Bronx County, New York",ny,140,0,ACSSF,3770,,,,,36,5,,,,39901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5983,5983,102179.3,0.058553939,1694,1254,426,828,281,547,440,196,244,74.03,25.15,48.88,16.59,32.29,25.97,11.57,14.4,1694,802,802,276,526,128,398,0,0,0,892,452,150,302,153,149,440,196,244,47.34,47.34,16.29,31.05,7.56,23.49,0,0,0,52.66,26.68,8.85,17.83,9.03,8.8,25.97,11.57,14.4,4777,2633,1197,425,175,347,55.12,25.06,8.9,3.66,7.26,1694,150,0,0,0,150,58,92,1544,8.85,0,0,0,8.85,3.42,5.43,91.15,5983,13,5970,0.22,99.78,1694,246,303,148,139,113,116,32,23,94,103,218,58,94,7,0,0,14.52,17.89,8.74,8.21,6.67,6.85,1.89,1.36,5.55,6.08,12.87,3.42,5.55,0.41,0,0,25362,25362,16544,29688,,53603,,26792,,25112,15662,36220.60213,28889,39766.50718,12445,17633.40909,13131,14588,29191,10325,11581,22372,8725,20446,15714,16944,26212,27212,52548,25000,18517,16275,33425,,68125,16614,14004,20452,13641,,,25362,,25438,1694,1126,568,66.47,33.53,1694,1109,585,65.47,34.53,1694,104,1590,6.14,93.86,1694,56,1638,3.31,96.69,1694,440,1254,25.97,74.03,1694,401,1293,23.67,76.33,1694,170,1524,10.04,89.96,1694,153,1541,9.03,90.97,1694,142,1552,8.38,91.62,11654,13650,15630,,15600,,10183,9900,10378,8354,1969,328,289,39,1429,0,0,157,0,55,16.66,14.68,1.98,72.57,0,0,7.97,0,2.79,1969,1914,95,145,198,349,507,408,212,55,97.21,4.82,7.36,10.06,17.72,25.75,20.72,10.77,2.79,44
36005039902,14000US36005039902,"Census Tract 399.02, Bronx County, New York","Census Tract 399.02, Bronx County, New York",ny,140,0,ACSSF,3771,,,,,36,5,,,,39902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5375,5375,114673,0.046872418,1729,1293,421,872,97,775,436,227,209,74.78,24.35,50.43,5.61,44.82,25.22,13.13,12.09,1729,801,801,239,562,29,533,0,0,0,928,492,182,310,68,242,436,227,209,46.33,46.33,13.82,32.5,1.68,30.83,0,0,0,53.67,28.46,10.53,17.93,3.93,14,25.22,13.13,12.09,4059,2031,1134,229,235,430,50.04,27.94,5.64,5.79,10.59,1729,155,0,0,0,155,10,145,1574,8.96,0,0,0,8.96,0.58,8.39,91.04,5375,23,5352,0.43,99.57,1729,360,150,172,84,23,103,207,95,127,66,62,116,72,71,11,10,20.82,8.68,9.95,4.86,1.33,5.96,11.97,5.49,7.35,3.82,3.59,6.71,4.16,4.11,0.64,0.58,33142,33142,39211,,,,,31540,,32083,38832,50672.64315,34653,52980.51044,19758,28477.75229,17607,23433,33706,9564,13177,27386,7874,25212,22917,21979,29083,,81875,32559,32986,30583,37955,,,17236,,14730,25284,,,33142,,32838,1729,1282,447,74.15,25.85,1729,1231,498,71.2,28.8,1729,162,1567,9.37,90.63,1729,22,1707,1.27,98.73,1729,380,1349,21.98,78.02,1729,257,1472,14.86,85.14,1729,194,1535,11.22,88.78,1729,67,1662,3.88,96.12,1729,101,1628,5.84,94.16,17371,15399,14362,,680,,14147,43831,18942,9838,1960,324,215,109,1256,0,23,281,40,36,16.53,10.97,5.56,64.08,0,1.17,14.34,2.04,1.84,1960,1924,129,295,171,410,279,530,110,36,98.16,6.58,15.05,8.72,20.92,14.23,27.04,5.61,1.84,40
36005040100,14000US36005040100,"Census Tract 401, Bronx County, New York","Census Tract 401, Bronx County, New York",ny,140,0,ACSSF,3772,,,,,36,5,,,,40100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4425,4425,67246.16,0.065803008,1508,1021,336,685,100,585,487,245,242,67.71,22.28,45.42,6.63,38.79,32.29,16.25,16.05,1508,648,622,214,408,44,364,26,16,10,860,399,122,277,56,221,461,229,232,42.97,41.25,14.19,27.06,2.92,24.14,1.72,1.06,0.66,57.03,26.46,8.09,18.37,3.71,14.66,30.57,15.19,15.38,3387,1917,826,163,170,311,56.6,24.39,4.81,5.02,9.18,1508,116,0,0,0,116,36,80,1392,7.69,0,0,0,7.69,2.39,5.31,92.31,4425,15,4410,0.34,99.66,1508,242,159,107,187,30,74,33,159,36,137,143,123,56,11,0,11,16.05,10.54,7.1,12.4,1.99,4.91,2.19,10.54,2.39,9.08,9.48,8.16,3.71,0.73,0,0.73,31208,31208,18625,40035,,,,24655,60333,24626,,45499.93369,24725,37760.72478,30039,55915.81109,19000,26912,33345,11901,11667,26111,8672,24983,21614,31641,33233,46518,57976,30859,24577,41494,,,58750,17177,14091,16371,40052,,,31208,,31042,1508,1171,337,77.65,22.35,1508,1144,364,75.86,24.14,1508,69,1439,4.58,95.42,1508,46,1462,3.05,96.95,1508,322,1186,21.35,78.65,1508,226,1282,14.99,85.01,1508,219,1289,14.52,85.48,1508,89,1419,5.9,94.1,1508,166,1342,11.01,88.99,16568,15293,40835,,11454,,12622,11644,12551,24416,1627,182,133,49,1338,0,0,90,0,17,11.19,8.17,3.01,82.24,0,0,5.53,0,1.04,1627,1610,19,54,156,305,510,376,190,17,98.96,1.17,3.32,9.59,18.75,31.35,23.11,11.68,1.04,48
36005040302,14000US36005040302,"Census Tract 403.02, Bronx County, New York","Census Tract 403.02, Bronx County, New York",ny,140,0,ACSSF,3773,,,,,36,5,,,,40302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438,4438,183334.9,0.024207062,1468,1021,323,698,110,588,447,209,238,69.55,22,47.55,7.49,40.05,30.45,14.24,16.21,1468,653,632,170,462,1,461,21,21,0,815,389,153,236,109,127,426,188,238,44.48,43.05,11.58,31.47,0.07,31.4,1.43,1.43,0,55.52,26.5,10.42,16.08,7.43,8.65,29.02,12.81,16.21,3348,1742,900,255,94,357,52.03,26.88,7.62,2.81,10.66,1468,61,0,0,0,61,21,40,1407,4.16,0,0,0,4.16,1.43,2.72,95.84,4438,0,4438,0,100,1468,226,180,97,56,243,22,139,29,67,149,86,109,10,37,18,0,15.4,12.26,6.61,3.81,16.55,1.5,9.47,1.98,4.56,10.15,5.86,7.43,0.68,2.52,1.23,0,28152,28152,26839,39107,,14327,,29604,,28445,28375,38560.6267,28423,36740.3526,24688,38776.06264,18271,19963,39291,11616,17540,35030,10079,25221,21223,25341,28587,50417,,26875,22802,30066,29500,,,22321,20116,21587,27885,38438,,28152,,28410,1468,1096,372,74.66,25.34,1468,1032,436,70.3,29.7,1468,171,1297,11.65,88.35,1468,0,1468,0,100,1468,373,1095,25.41,74.59,1468,149,1319,10.15,89.85,1468,147,1321,10.01,89.99,1468,65,1403,4.43,95.57,1468,135,1333,9.2,90.8,13931,13774,17287,,10336,,14213,3387,13447,26570,1862,238,230,8,1330,20,0,186,0,88,12.78,12.35,0.43,71.43,1.07,0,9.99,0,4.73,1862,1774,111,154,187,325,379,421,197,88,95.27,5.96,8.27,10.04,17.45,20.35,22.61,10.58,4.73,44
36005040303,14000US36005040303,"Census Tract 403.03, Bronx County, New York","Census Tract 403.03, Bronx County, New York",ny,140,0,ACSSF,3774,,,,,36,5,,,,40303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5149,5149,152322.7,0.033803245,1553,1155,453,702,223,479,398,220,178,74.37,29.17,45.2,14.36,30.84,25.63,14.17,11.46,1553,642,642,263,379,109,270,0,0,0,911,513,190,323,114,209,398,220,178,41.34,41.34,16.93,24.4,7.02,17.39,0,0,0,58.66,33.03,12.23,20.8,7.34,13.46,25.63,14.17,11.46,4035,2097,1193,268,81,396,51.97,29.57,6.64,2.01,9.81,1553,139,11,11,0,128,43,85,1414,8.95,0.71,0.71,0,8.24,2.77,5.47,91.05,5149,97,5052,1.88,98.12,1553,125,120,165,101,112,72,106,115,20,184,97,168,119,0,21,28,8.05,7.73,10.62,6.5,7.21,4.64,6.83,7.41,1.29,11.85,6.25,10.82,7.66,0,1.35,1.8,38199,38199,55069,43456,16938,29125,,38493,55333,37098,55625,49823.95364,37904,48293.76623,28864,41636.93467,18903,21165,40865,10380,16458,32188,11317,26403,23382,18288,31835,36563,66125,35161,36250,20909,45948,41576,,21742,21351,15276,20885,35430,67250,38199,36641,38603,1553,1322,231,85.13,14.87,1553,1297,256,83.52,16.48,1553,89,1464,5.73,94.27,1553,46,1507,2.96,97.04,1553,173,1380,11.14,88.86,1553,129,1424,8.31,91.69,1553,159,1394,10.24,89.76,1553,94,1459,6.05,93.95,1553,142,1411,9.14,90.86,16494,20779,15234,4520,8474,,17318,15041,17826,17635,2162,445,396,49,1505,0,0,158,0,54,20.58,18.32,2.27,69.61,0,0,7.31,0,2.5,2162,2108,10,345,211,310,462,641,129,54,97.5,0.46,15.96,9.76,14.34,21.37,29.65,5.97,2.5,43
36005040304,14000US36005040304,"Census Tract 403.04, Bronx County, New York","Census Tract 403.04, Bronx County, New York",ny,140,0,ACSSF,3775,,,,,36,5,,,,40304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009,4009,154157.3,0.026005912,1162,769,293,476,66,410,393,97,296,66.18,25.22,40.96,5.68,35.28,33.82,8.35,25.47,1162,561,561,187,374,36,338,0,0,0,601,208,106,102,30,72,393,97,296,48.28,48.28,16.09,32.19,3.1,29.09,0,0,0,51.72,17.9,9.12,8.78,2.58,6.2,33.82,8.35,25.47,2469,1167,746,263,33,260,47.27,30.21,10.65,1.34,10.53,1162,121,0,0,0,121,28,93,1041,10.41,0,0,0,10.41,2.41,8,89.59,4009,0,4009,0,100,1162,138,270,91,109,16,97,33,37,48,49,26,203,7,27,11,0,11.88,23.24,7.83,9.38,1.38,8.35,2.84,3.18,4.13,4.22,2.24,17.47,0.6,2.32,0.95,0,22750,22750,21146,21848,,40156,,28672,,24125,,37338.46816,21028,32972.82185,34963,38860.5598,16000,17925,34783,10602,12398,30608,9324,20917,12171,12269,32905,41176,49044,27386,,12993,30083,40294,,18983,11280,11775,34865,,49706,22750,,22750,1162,928,234,79.86,20.14,1162,869,293,74.78,25.22,1162,99,1063,8.52,91.48,1162,22,1140,1.89,98.11,1162,151,1011,12.99,87.01,1162,149,1013,12.82,87.18,1162,87,1075,7.49,92.51,1162,72,1090,6.2,93.8,1162,128,1034,11.02,88.98,11536,13835,10741,,15605,,11033,7735,10963,27146,1487,105,89,16,996,0,0,290,0,96,7.06,5.99,1.08,66.98,0,0,19.5,0,6.46,1487,1391,199,139,170,125,436,253,69,96,93.54,13.38,9.35,11.43,8.41,29.32,17.01,4.64,6.46,37
36005040400,14000US36005040400,"Census Tract 404, Bronx County, New York","Census Tract 404, Bronx County, New York",ny,140,0,ACSSF,3776,,,,,36,5,,,,40400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3483,3483,41901.48,0.083123551,1068,804,274,530,115,415,264,100,164,75.28,25.66,49.63,10.77,38.86,24.72,9.36,15.36,1068,416,416,124,292,64,228,0,0,0,652,388,150,238,51,187,264,100,164,38.95,38.95,11.61,27.34,5.99,21.35,0,0,0,61.05,36.33,14.04,22.28,4.78,17.51,24.72,9.36,15.36,2867,1391,753,184,186,353,48.52,26.26,6.42,6.49,12.31,1068,52,0,0,0,52,21,31,1016,4.87,0,0,0,4.87,1.97,2.9,95.13,3483,0,3483,0,100,1068,102,39,59,19,62,90,41,40,97,16,104,76,173,47,35,68,9.55,3.65,5.52,1.78,5.81,8.43,3.84,3.75,9.08,1.5,9.74,7.12,16.2,4.4,3.28,6.37,49306,49306,69844,45785,,,,100476,,101098,,73441.4794,70000,82028.23383,31458,33889.01515,30704,31313,50592,18839,27221,40977,15962,39087,41838,30613,32467,41071,59358,44079,50882,,32057,36667,67781,36111,,25788,37083,67167,55000,49306,101220,34063,1068,829,239,77.62,22.38,1068,829,239,77.62,22.38,1068,57,1011,5.34,94.66,1068,120,948,11.24,88.76,1068,401,667,37.55,62.45,1068,91,977,8.52,91.48,1068,51,1017,4.78,95.22,1068,161,907,15.07,84.93,1068,145,923,13.58,86.42,25360,22914,25981,,,,19190,,18059,28098,1558,737,633,104,733,0,0,40,0,48,47.3,40.63,6.68,47.05,0,0,2.57,0,3.08,1558,1510,22,250,230,163,376,376,93,48,96.92,1.41,16.05,14.76,10.46,24.13,24.13,5.97,3.08,42
36005040501,14000US36005040501,"Census Tract 405.01, Bronx County, New York","Census Tract 405.01, Bronx County, New York",ny,140,0,ACSSF,3777,,,,,36,5,,,,40501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4521,4521,141314.7,0.031992426,1338,1013,400,613,98,515,325,136,189,75.71,29.9,45.81,7.32,38.49,24.29,10.16,14.13,1338,666,660,249,411,84,327,6,0,6,672,353,151,202,14,188,319,136,183,49.78,49.33,18.61,30.72,6.28,24.44,0.45,0,0.45,50.22,26.38,11.29,15.1,1.05,14.05,23.84,10.16,13.68,3357,1621,1172,119,130,315,48.29,34.91,3.54,3.87,9.38,1338,109,6,0,6,103,30,73,1229,8.15,0.45,0,0.45,7.7,2.24,5.46,91.85,4521,0,4521,0,100,1338,120,115,88,125,91,112,97,16,39,184,73,106,93,21,48,10,8.97,8.59,6.58,9.34,6.8,8.37,7.25,1.2,2.91,13.75,5.46,7.92,6.95,1.57,3.59,0.75,35464,35464,26932,44875,,27000,,35962,,36546,,48156.95067,37274,51064.65943,20594,30624.92308,19413,25618,35146,11941,14632,35708,11603,27490,18565,31250,28625,36424,96875,27569,25068,37045,24063,,,27393,12045,19615,32782,38750,,35464,,35683,1338,1035,303,77.35,22.65,1338,999,339,74.66,25.34,1338,96,1242,7.17,92.83,1338,51,1287,3.81,96.19,1338,339,999,25.34,74.66,1338,176,1162,13.15,86.85,1338,71,1267,5.31,94.69,1338,59,1279,4.41,95.59,1338,185,1153,13.83,86.17,15717,17795,18781,,7223,,15746,10258,15562,27305,1752,184,122,62,1292,0,0,237,0,39,10.5,6.96,3.54,73.74,0,0,13.53,0,2.23,1752,1713,142,148,131,243,292,635,122,39,97.77,8.11,8.45,7.48,13.87,16.67,36.24,6.96,2.23,45
